CustID,app_date,is_bad,annual_income,residential_status,loan_purpose
C152883,9/2/14,0,43300,mortgage,personal loan
C152940,9/27/14,0,16100,house_owner,debt_consolidation
C152990,8/2/14,0,119100,mortgage,education
C153039,7/23/14,0,53300,house_owner,business
C153154,8/15/14,0,42900,rent,business
C153167,8/21/14,0,89300,mortgage,business
C153320,9/24/14,0,139700,house_owner,debt_consolidation
C153356,7/30/14,0,25400,rent,personal loan
C153361,9/7/14,0,18700,mortgage,education
C153365,9/28/14,0,22300,rent,debt_consolidation
C153705,8/2/14,0,108500,rent,personal loan
C153774,8/1/14,0,71400,house_owner,auto
C153819,7/3/14,1,21900,rent,personal loan
C153995,8/24/14,1,46700,rent,personal loan
C154124,9/28/14,0,164200,mortgage,personal loan
C154442,9/27/14,0,74300,mortgage,personal loan
C154443,9/12/14,0,19500,rent,education
C154479,7/25/14,0,92600,house_owner,business
C154652,9/19/14,0,44700,house_owner,education
C154705,9/16/14,1,51500,mortgage,personal loan
C154736,7/13/14,0,20000,rent,debt_consolidation
C154759,8/24/14,0,108500,rent,personal loan
C154811,7/10/14,1,38800,mortgage,debt_consolidation
C154849,7/9/14,0,131900,rent,debt_consolidation
C154865,8/10/14,0,25400,rent,debt_consolidation
C155168,7/2/14,0,29900,rent,personal loan
C155186,9/17/14,0,36000,rent,personal loan
C155189,8/10/14,0,42900,mortgage,personal loan
C155211,7/3/14,0,31000,rent,auto
C155266,9/27/14,0,57500,mortgage,personal loan
C155280,9/8/14,0,7400,mortgage,business
C155426,9/3/14,0,75600,rent,personal loan
C155588,7/14/14,0,68300,rent,personal loan
C155722,7/19/14,0,42200,rent,business
C155825,8/4/14,0,106100,rent,auto
C155902,8/19/14,0,128200,house_owner,debt_consolidation
C155928,9/14/14,0,58000,mortgage,business
C156023,9/15/14,0,15000,rent,debt_consolidation
C156831,8/12/14,0,10400,house_owner,personal loan
C156839,9/3/14,0,23200,rent,debt_consolidation
C156873,8/18/14,0,81100,mortgage,auto
C157050,8/15/14,0,85600,rent,business
C157271,7/6/14,1,79800,rent,business
C157311,9/14/14,0,44700,house_owner,personal loan
C157611,8/27/14,0,120600,rent,personal loan
C157729,7/26/14,0,1200,house_owner,education
C157897,7/3/14,0,38500,rent,debt_consolidation
C157900,8/1/14,0,66000,house_owner,debt_consolidation
C157993,9/4/14,0,112300,mortgage,education
C157998,7/17/14,0,50000,mortgage,business
C158041,8/11/14,0,20000,rent,personal loan
C158043,9/12/14,0,29200,rent,education
C158170,7/4/14,0,26500,rent,personal loan
C158320,7/25/14,0,75700,rent,debt_consolidation
C158349,9/22/14,0,64000,mortgage,personal loan
C158468,8/1/14,1,44600,house_owner,personal loan
C158798,8/18/14,0,20400,house_owner,debt_consolidation
C158799,8/21/14,0,18300,rent,debt_consolidation
C158804,9/12/14,0,25200,rent,business
C158839,9/28/14,0,46900,rent,personal loan
C158855,8/19/14,1,29600,rent,debt_consolidation
C158894,8/9/14,0,149600,rent,education
C158991,7/23/14,0,50600,mortgage,education
C159067,7/1/14,0,96900,house_owner,personal loan
C159134,9/25/14,0,69800,rent,debt_consolidation
C159152,8/29/14,1,15900,rent,education
C159243,9/28/14,1,44600,rent,personal loan
C159378,9/6/14,0,18300,mortgage,business
C159753,8/9/14,0,21500,mortgage,auto
C159777,8/18/14,0,9100,rent,education
C159806,9/18/14,0,63400,mortgage,auto
C159816,8/15/14,0,24200,mortgage,business
C159912,8/1/14,0,99000,mortgage,business
C160141,7/26/14,0,102000,house_owner,business
C160273,7/22/14,0,11900,rent,personal loan
C160283,8/7/14,0,52300,house_owner,personal loan
C160432,7/13/14,0,4300,mortgage,business
C160433,8/2/14,0,27100,rent,business
C160555,9/1/14,0,45300,rent,personal loan
C160574,8/30/14,0,50700,rent,personal loan
C160577,7/30/14,0,42600,house_owner,business
C160699,7/3/14,0,96000,house_owner,education
C160720,8/15/14,0,64400,rent,education
C160736,7/1/14,0,5800,rent,personal loan
C160917,8/11/14,0,33900,mortgage,personal loan
C160977,7/23/14,0,82100,house_owner,education
C161262,8/17/14,0,44000,rent,auto
C161289,9/6/14,0,18600,rent,business
C161372,9/9/14,0,9100,rent,auto
C161440,8/11/14,0,32800,rent,personal loan
C161629,7/10/14,0,109500,rent,auto
C161777,8/24/14,0,4900,rent,auto
C162034,8/24/14,1,53200,rent,personal loan
C162088,7/23/14,1,33600,house_owner,personal loan
C162145,8/30/14,0,16400,rent,education
C162152,7/12/14,0,22600,rent,business
C162202,7/9/14,0,41500,mortgage,business
C162205,9/2/14,0,27900,rent,business
C162249,8/24/14,0,26900,house_owner,personal loan
C162316,9/7/14,0,125300,house_owner,personal loan
C162327,7/3/14,0,34300,mortgage,debt_consolidation
C162371,7/8/14,0,49700,mortgage,personal loan
C162672,9/24/14,0,12500,rent,personal loan
C162765,7/31/14,0,26700,house_owner,personal loan
C163188,9/19/14,1,7200,rent,personal loan
C163244,9/21/14,0,56700,mortgage,personal loan
C163251,7/31/14,0,24100,rent,auto
C163280,7/26/14,0,39500,rent,auto
C163346,7/4/14,0,17600,rent,personal loan
C163498,8/13/14,0,14200,rent,business
C163550,7/24/14,0,67800,rent,business
C163606,8/13/14,0,37600,rent,personal loan
C163657,7/2/14,0,61800,rent,business
C163660,8/20/14,0,22600,rent,auto
C163672,9/14/14,0,22500,rent,auto
C163824,7/18/14,0,6400,rent,personal loan
C163829,8/13/14,0,9100,rent,auto
C163871,7/10/14,0,15600,rent,personal loan
C163906,9/22/14,1,32500,house_owner,debt_consolidation
C163919,8/4/14,0,55500,mortgage,business
C164004,9/15/14,0,29500,rent,education
C164093,9/11/14,0,53300,mortgage,personal loan
C164122,9/18/14,0,109900,mortgage,business
C164193,8/23/14,0,27800,mortgage,business
C164240,8/20/14,0,80200,house_owner,personal loan
C164241,8/26/14,0,34100,rent,business
C164261,8/17/14,0,81600,mortgage,personal loan
C164406,9/14/14,0,112200,rent,business
C164485,8/12/14,0,136600,mortgage,personal loan
C164598,9/16/14,0,59000,rent,personal loan
C164674,8/28/14,0,76700,rent,auto
C164743,9/5/14,0,30600,rent,personal loan
C164782,9/1/14,0,50800,mortgage,personal loan
C164793,8/3/14,0,26200,house_owner,auto
C164952,9/21/14,0,7800,rent,personal loan
C165001,9/6/14,1,28200,rent,debt_consolidation
C165012,7/5/14,0,9200,house_owner,personal loan
C165142,9/8/14,0,113600,mortgage,personal loan
C165181,8/17/14,0,42000,rent,business
C165258,8/12/14,0,35900,rent,business
C165288,7/6/14,0,7900,rent,debt_consolidation
C165336,9/17/14,0,83500,mortgage,auto
C165428,7/30/14,0,25200,mortgage,personal loan
C165475,7/24/14,0,58200,mortgage,debt_consolidation
C165813,9/6/14,0,73700,mortgage,auto
C165833,9/18/14,0,27000,rent,auto
C165936,9/12/14,0,138100,mortgage,personal loan
C165960,9/2/14,0,32400,house_owner,auto
C166023,8/2/14,0,22500,rent,personal loan
C166115,7/23/14,0,51900,mortgage,personal loan
C166134,8/27/14,0,6300,rent,business
C166146,9/21/14,0,24500,rent,personal loan
C166259,9/24/14,0,24100,rent,debt_consolidation
C166317,8/16/14,0,13100,rent,business
C166370,7/14/14,0,6200,mortgage,auto
C166702,8/6/14,0,6900,rent,auto
C166827,9/17/14,0,66800,house_owner,auto
C166902,7/10/14,1,61100,mortgage,business
C166923,8/25/14,1,85200,mortgage,business
C166929,9/15/14,0,109400,rent,auto
C166972,7/6/14,0,35200,mortgage,personal loan
C167014,8/18/14,0,40800,house_owner,auto
C167049,8/26/14,0,11100,rent,personal loan
C167469,9/15/14,0,67100,rent,debt_consolidation
C167588,7/11/14,0,16800,rent,personal loan
C167677,9/21/14,1,18300,rent,personal loan
C167844,7/10/14,0,52600,house_owner,business
C167886,9/4/14,1,13000,rent,business
C167892,8/12/14,0,78100,rent,auto
C167951,8/19/14,0,46100,mortgage,education
C167967,9/23/14,0,105700,rent,auto
C167993,9/7/14,0,119200,house_owner,auto
C168000,8/27/14,0,22000,rent,personal loan
C168052,7/25/14,0,64400,rent,education
C168057,9/11/14,1,47000,mortgage,business
C168070,7/11/14,0,47500,mortgage,business
C168278,7/25/14,0,67600,house_owner,personal loan
C168298,7/16/14,0,10900,mortgage,business
C168304,9/17/14,0,130600,mortgage,debt_consolidation
C168357,7/12/14,0,140700,house_owner,business
C168377,7/11/14,0,15800,rent,education
C168389,7/21/14,0,5800,rent,personal loan
C168444,7/8/14,1,19800,rent,business
C168451,8/10/14,0,2400,house_owner,business
C168546,7/10/14,0,29400,rent,auto
C168631,7/2/14,0,2900,mortgage,debt_consolidation
C168639,8/22/14,0,3300,mortgage,personal loan
C168670,8/23/14,0,87300,house_owner,auto
C168711,8/27/14,0,106200,mortgage,business
C168798,8/2/14,0,15900,rent,personal loan
C168846,8/7/14,0,23400,rent,business
C168872,7/23/14,0,12900,mortgage,personal loan
C168903,8/5/14,0,115000,rent,personal loan
C168970,7/1/14,0,76700,house_owner,business
C169032,8/7/14,0,4700,rent,education
C169089,9/23/14,1,55000,rent,business
C169091,9/12/14,0,6700,rent,education
C169146,7/30/14,0,126500,mortgage,education
C169253,9/21/14,0,25500,rent,debt_consolidation
C169304,7/31/14,0,20800,rent,business
C169312,9/7/14,0,13000,rent,personal loan
C169315,8/8/14,0,100300,house_owner,business
C169382,9/12/14,0,97800,rent,personal loan
C169462,8/1/14,0,127900,rent,personal loan
C169471,9/14/14,0,55200,rent,education
C169483,9/17/14,0,1700,rent,auto
C169485,7/6/14,0,24100,rent,personal loan
C169516,7/20/14,0,44100,house_owner,business
C169545,9/24/14,1,78900,mortgage,business
C169578,9/20/14,0,7500,rent,business
C169591,9/7/14,0,86600,house_owner,auto
C169615,9/14/14,0,57800,mortgage,business
C169800,9/8/14,0,42400,rent,business
C169925,9/7/14,0,85800,rent,personal loan
C170160,7/11/14,0,20600,rent,education
C170171,9/5/14,0,46200,house_owner,business
C170176,8/1/14,0,49900,rent,personal loan
C170323,8/13/14,0,22600,rent,auto
C170620,8/31/14,0,31500,rent,personal loan
C170951,7/10/14,0,25800,rent,business
C170966,9/3/14,0,1000,rent,personal loan
C170990,8/30/14,0,93000,mortgage,personal loan
C171000,7/23/14,0,51700,rent,personal loan
C171010,9/19/14,0,93600,rent,education
C171149,7/19/14,0,10700,rent,personal loan
C171278,7/7/14,0,27600,rent,business
C171370,9/13/14,0,18900,rent,debt_consolidation
C171472,8/27/14,1,71200,house_owner,auto
C171489,7/8/14,0,60100,rent,auto
C171522,8/15/14,0,12400,rent,education
C171555,8/16/14,0,55300,house_owner,debt_consolidation
C171629,8/31/14,0,43600,rent,debt_consolidation
C171733,7/24/14,0,63300,rent,debt_consolidation
C171743,8/13/14,0,10900,rent,debt_consolidation
C171767,8/1/14,0,45500,house_owner,personal loan
C171783,8/8/14,1,32400,rent,education
C171841,8/20/14,0,83800,rent,personal loan
C171855,8/17/14,0,101700,rent,debt_consolidation
C171908,8/18/14,0,27900,rent,business
C171998,7/4/14,0,110500,mortgage,auto
C172026,7/20/14,1,37500,mortgage,business
C172125,9/12/14,1,16000,rent,personal loan
C172244,7/2/14,1,55500,house_owner,auto
C172264,7/6/14,0,85700,house_owner,personal loan
C172364,9/2/14,0,121600,rent,business
C172433,9/3/14,0,32300,house_owner,auto
C172450,7/28/14,0,7500,rent,personal loan
C172498,8/30/14,0,93100,rent,business
C172801,8/11/14,0,6400,rent,personal loan
C172834,9/12/14,0,27200,rent,personal loan
C172836,7/26/14,0,29100,rent,education
C172870,8/11/14,0,35000,house_owner,debt_consolidation
C172990,8/13/14,0,49600,mortgage,auto
C173018,9/12/14,0,93200,rent,personal loan
C173180,8/22/14,0,58300,mortgage,business
C173184,9/10/14,0,83800,rent,education
C173368,7/1/14,1,103900,mortgage,business
C173443,9/1/14,0,93500,rent,auto
C173456,7/31/14,0,6200,rent,education
C173472,8/7/14,1,112900,rent,business
C173511,8/12/14,0,2900,rent,business
C173575,8/4/14,0,92000,mortgage,personal loan
C173586,9/6/14,0,42900,rent,personal loan
C173657,7/2/14,0,22800,rent,debt_consolidation
C173660,7/5/14,0,45500,mortgage,personal loan
C173682,9/11/14,0,10100,mortgage,business
C173777,7/20/14,0,131300,mortgage,personal loan
C173849,9/7/14,0,75000,house_owner,personal loan
C174009,9/28/14,0,79600,house_owner,business
C174022,9/21/14,0,68500,rent,auto
C174058,8/16/14,1,32400,rent,education
C174103,8/30/14,0,97300,rent,business
C174149,8/5/14,0,40800,mortgage,business
C174212,8/28/14,1,21100,mortgage,personal loan
C174214,9/4/14,0,146400,rent,auto
C174259,9/18/14,0,10500,mortgage,auto
C174307,8/5/14,0,32500,house_owner,education
C174368,7/27/14,0,7100,rent,auto
C174473,9/9/14,0,42300,rent,business
C174799,9/22/14,0,88600,house_owner,business
C174852,9/1/14,1,13500,rent,debt_consolidation
C174904,7/25/14,0,43800,mortgage,business
C174947,9/27/14,0,102000,mortgage,personal loan
C174962,7/20/14,0,2800,mortgage,personal loan
C174973,8/23/14,0,23800,mortgage,education
C175011,9/28/14,0,104000,mortgage,personal loan
C175091,7/29/14,0,74200,rent,education
C175113,8/16/14,0,94200,rent,education
C175432,8/30/14,0,50200,house_owner,personal loan
C175495,9/3/14,0,95400,mortgage,business
C175528,8/23/14,0,89600,mortgage,personal loan
C175529,8/14/14,0,20100,mortgage,education
C175573,9/8/14,0,46100,rent,debt_consolidation
C175646,7/25/14,0,9600,rent,personal loan
C175672,9/14/14,0,25400,mortgage,debt_consolidation
C175700,9/6/14,1,44400,mortgage,personal loan
C175788,7/12/14,0,14400,rent,business
C176077,7/30/14,0,105600,house_owner,business
C176234,8/13/14,0,26600,rent,personal loan
C176287,8/16/14,0,116000,house_owner,debt_consolidation
C176369,7/16/14,0,44700,mortgage,personal loan
C176428,7/30/14,0,52700,mortgage,personal loan
C176449,7/23/14,0,47800,mortgage,auto
C176478,8/28/14,0,6400,rent,auto
C176507,8/21/14,0,59000,house_owner,auto
C176632,7/27/14,0,112000,house_owner,personal loan
C176791,7/27/14,0,158500,mortgage,business
C177028,9/24/14,0,8900,rent,debt_consolidation
C177064,8/21/14,1,53300,mortgage,business
C177087,8/26/14,0,16800,rent,personal loan
C177120,8/7/14,0,2200,rent,business
C177122,7/4/14,0,52700,rent,personal loan
C177279,9/10/14,0,44000,rent,personal loan
C177411,7/20/14,1,47600,house_owner,business
C177477,8/1/14,0,37700,rent,education
C177555,9/22/14,1,75500,rent,business
C177601,9/10/14,1,25200,rent,debt_consolidation
C177613,7/19/14,0,53000,rent,debt_consolidation
C177657,7/6/14,0,1100,mortgage,personal loan
C177922,9/9/14,0,85700,mortgage,education
C178155,7/17/14,1,15300,mortgage,auto
C178195,8/31/14,0,57500,mortgage,auto
C178230,9/26/14,0,35200,rent,personal loan
C178252,8/1/14,0,38900,mortgage,personal loan
C178502,9/18/14,0,21200,mortgage,auto
C178568,7/6/14,0,32800,house_owner,personal loan
C178569,9/6/14,0,96900,rent,auto
C178584,7/30/14,0,186500,mortgage,personal loan
C178718,9/2/14,0,6200,rent,business
C178730,9/22/14,0,36200,rent,personal loan
C178870,7/2/14,1,21300,rent,personal loan
C178946,7/21/14,0,24600,house_owner,personal loan
C178950,9/10/14,0,58900,mortgage,education
C179060,8/1/14,0,112600,rent,personal loan
C179276,7/9/14,0,99200,house_owner,personal loan
C179321,8/20/14,0,148200,mortgage,business
C179499,7/7/14,0,32600,house_owner,auto
C179572,8/23/14,0,98300,mortgage,education
C179625,9/18/14,0,31200,rent,education
C179709,9/26/14,0,25000,rent,personal loan
C179799,7/9/14,0,8900,mortgage,personal loan
C179801,9/19/14,0,79700,rent,auto
C179883,8/6/14,0,34600,mortgage,personal loan
C179919,7/9/14,0,44900,rent,personal loan
C180016,9/21/14,0,9700,rent,auto
C180288,7/24/14,0,46000,rent,personal loan
C180290,9/22/14,0,5300,rent,personal loan
C180344,7/19/14,0,25400,rent,business
C180391,9/27/14,0,11100,rent,debt_consolidation
C180576,9/8/14,0,74800,mortgage,debt_consolidation
C180630,8/31/14,0,86300,mortgage,personal loan
C180693,7/16/14,0,20400,rent,personal loan
C180889,9/18/14,0,109000,mortgage,business
C180909,9/12/14,0,28300,house_owner,business
C181018,9/5/14,0,51700,mortgage,personal loan
C181091,7/8/14,0,58800,mortgage,education
C181095,7/15/14,0,67000,mortgage,personal loan
C181216,7/6/14,0,64600,rent,personal loan
C181271,9/23/14,0,18200,rent,education
C181370,7/30/14,0,85400,mortgage,business
C181381,9/11/14,0,90800,mortgage,auto
C181579,7/16/14,0,44500,mortgage,business
C181735,7/16/14,0,12800,mortgage,business
C181804,7/27/14,0,7700,rent,debt_consolidation
C181822,7/29/14,0,9500,rent,personal loan
C182008,8/18/14,0,22500,mortgage,business
C182135,7/29/14,0,45000,rent,personal loan
C182233,9/17/14,0,28000,rent,debt_consolidation
C182283,8/7/14,0,169500,mortgage,auto
C182460,7/1/14,1,19600,rent,auto
C182470,7/31/14,0,8400,rent,auto
C182500,7/26/14,0,54000,house_owner,auto
C182502,9/20/14,0,16600,rent,auto
C182548,8/17/14,0,59000,rent,personal loan
C182623,7/23/14,0,33000,rent,business
C182716,7/19/14,0,54900,mortgage,debt_consolidation
C182739,7/20/14,0,50900,house_owner,education
C182800,7/6/14,0,28600,mortgage,auto
C182893,8/7/14,1,63800,house_owner,auto
C182964,9/16/14,1,48200,rent,personal loan
C182985,7/23/14,0,134500,rent,personal loan
C183123,9/20/14,0,56100,mortgage,education
C183154,7/5/14,0,45300,rent,personal loan
C183185,7/8/14,0,33600,rent,debt_consolidation
C183241,7/31/14,0,70700,rent,personal loan
C183280,7/16/14,1,20500,mortgage,education
C183659,8/11/14,0,7300,rent,personal loan
C183679,9/16/14,0,19200,rent,auto
C183689,8/22/14,0,113700,mortgage,auto
C183724,9/10/14,0,23600,mortgage,auto
C183800,8/16/14,0,59100,rent,education
C183886,9/25/14,0,48500,mortgage,debt_consolidation
C183907,7/25/14,0,70300,mortgage,business
C183975,9/25/14,0,12900,house_owner,business
C184203,7/31/14,0,58000,mortgage,personal loan
C184284,9/16/14,0,36400,rent,business
C184307,8/23/14,1,12200,rent,personal loan
C184411,7/13/14,0,6000,rent,business
C184435,8/9/14,1,161300,mortgage,business
C184585,9/15/14,1,26900,rent,auto
C184686,9/24/14,0,69100,mortgage,auto
C184758,9/16/14,0,87100,mortgage,education
C184798,9/15/14,0,18500,rent,business
C184878,8/10/14,0,15300,rent,business
C184915,8/11/14,0,53300,house_owner,personal loan
C184935,8/10/14,0,51700,rent,auto
C184950,8/11/14,0,68500,mortgage,education
C185269,8/25/14,0,25900,rent,education
C185317,7/27/14,0,5600,rent,education
C185393,8/5/14,0,13700,mortgage,auto
C185440,9/22/14,0,116500,house_owner,business
C185583,7/17/14,0,45900,house_owner,debt_consolidation
C185587,8/10/14,0,45700,rent,auto
C185783,7/2/14,0,88700,rent,education
C185808,9/25/14,0,41100,rent,debt_consolidation
C185919,7/27/14,0,74000,mortgage,business
C185949,9/11/14,0,29200,rent,personal loan
C185988,8/22/14,0,8400,rent,business
C186191,7/26/14,0,4700,mortgage,business
C186333,8/29/14,0,13600,house_owner,education
C186532,8/5/14,0,54900,mortgage,education
C186619,8/27/14,0,52800,rent,debt_consolidation
C186786,9/7/14,0,3000,house_owner,business
